job_title,company,location,experience,posted_time,job_url,city,page_no
Data Analyst,Capgemini,"Hybrid - Mumbai (All Areas), Chennai, Delhi / NCR",4-9 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173,Mumbai,1
Sr Analyst | Internal Audit | | Controls Assurance,Deloitte Consulting,Mumbai,0-2 Yrs,1 day ago,https://www.naukri.com/job-listings-sr-analyst-internal-audit-controls-assurance-deloitte-mumbai-0-to-2-years-030226502417,Mumbai,1
Credit Data Analyst,Kissht,"Mumbai, Navi Mumbai, Mumbai (All Areas)",1-3 Yrs,2 weeks ago,https://www.naukri.com/job-listings-credit-data-analyst-kissht-mumbai-navi-mumbai-mumbai-all-areas-1-to-3-years-241225022825,Mumbai,1
Senior Data Analyst,PayU,Mumbai,5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-payu-india-mumbai-5-to-10-years-011025504051,Mumbai,1
Credit Data Analyst,ION,Mumbai,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-credit-data-analyst-ion-trading-mumbai-2-to-7-years-210325506720,Mumbai,1
GCP Data Scientist_Senior Analyst,Clarice Technologie,Mumbai,4-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-mumbai-4-to-8-years-161225501138,Mumbai,1
Epic Clarity Data Analyst (SQL Specialist),Citiustech,"Hybrid - Mumbai (All Areas), Pune, Chennai",5-10 Yrs,6 days ago,https://www.naukri.com/job-listings-epic-clarity-data-analyst-sql-specialist-citiustech-pune-chennai-mumbai-all-areas-5-to-10-years-280126025045,Mumbai,1
Data Analyst (UK Shift),A Client Of Auriga HR Consultants,Mumbai (All Areas),2-4 Yrs,Just now,https://www.naukri.com/job-listings-data-analyst-uk-shift-auriga-hr-consultants-mumbai-all-areas-2-to-4-years-040226012709,Mumbai,1
Data Analyst,Tranzact,Mumbai,2-7 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-tranzact-mumbai-2-to-7-years-020226500574,Mumbai,1
Data Analyst,CareerFit.ai,Mumbai,1-6 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-careerfit-ai-mumbai-1-to-6-years-220126020608,Mumbai,1
Data Analyst,Soul Ai,Remote,2-4 Yrs,5 days ago,https://www.naukri.com/job-listings-data-analyst-soul-ai-mumbai-2-to-4-years-290126931871,Mumbai,1
Data Analyst,Crisil,Mumbai,2-4 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-crisil-limited-mumbai-2-to-4-years-210126019918,Mumbai,1
Data Analyst,Crisil,Mumbai,2-4 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-crisil-mumbai-2-to-4-years-220126500766,Mumbai,1
Quantitative Data Analyst,Qube Research And Technologies,Mumbai,0-3 Yrs,2 weeks ago,https://www.naukri.com/job-listings-quantitative-data-analyst-qube-research-technologies-mumbai-0-to-3-years-200126506302,Mumbai,1
Data Analyst,Morningstar,Mumbai,5-12 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-morningstar-india-p-ltd-mumbai-5-to-12-years-220126500672,Mumbai,1
Data Analyst,Sia Partners,Mumbai,3-6 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-sia-partners-mumbai-3-to-6-years-280126502280,Mumbai,1
Data Analyst - Distribution (PSS07880),PSS Global,Mumbai,8-15 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-distribution-pss07880-pss-global-net-mumbai-8-to-15-years-270126501304,Mumbai,1
Data Analyst,WTW Global Delivery And Solutions,"Mumbai, Thane, Navi Mumbai",4-8 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-wtw-global-delivery-and-solutions-mumbai-thane-navi-mumbai-4-to-8-years-030226025601,Mumbai,1
Data Analyst,Millennium Organisation,Mumbai (All Areas),0-2 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-millennium-organisation-mumbai-all-areas-0-to-2-years-150126020779,Mumbai,2
Data Analyst,Blink Digital,Mumbai,1-2 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-blink-digital-mumbai-1-to-2-years-160126504645,Mumbai,2
Data analyst,Inginit,Mumbai,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-inginit-mumbai-0-to-3-years-020925501272,Mumbai,2
Data Analyst,Socialion Media,Navi Mumbai,1-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-socialion-media-navi-mumbai-1-to-6-years-250625502174,Mumbai,2
Data Analyst,Squareone Insights,Mumbai,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-squareone-insights-mumbai-2-to-7-years-030925500908,Mumbai,2
Data Analyst - Climate,ISS Corporate Solutions,Mumbai,2-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-climate-iss-corporate-solutions-mumbai-2-to-3-years-141125500652,Mumbai,2
Data Analyst,PURETECH CODEX,"Mumbai (All Areas), Indore, Pune",2-4 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-puretech-codex-indore-pune-mumbai-all-areas-2-to-4-years-150126023470,Mumbai,2
Data Analyst,Kiya.ai,Hybrid - Mumbai (All Areas),2-3 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-kiya-ai-mumbai-all-areas-2-to-3-years-120126005521,Mumbai,2
Data Analyst (BigQuery),Enfuse Solutions,Mumbai,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bigquery-enfuse-solutions-pvt-ltd-mumbai-2-to-4-years-300725504333,Mumbai,2
Data Analyst,H R D Diamond Institute,Mumbai (All Areas),3-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-h-r-d-diamond-institute-mumbai-all-areas-3-to-5-years-171125013904,Mumbai,2
Data Analyst,Victrix Systems And Labs,Mumbai,8-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-mumbai-8-to-10-years-140126936828,Mumbai,2
"Data Eng, Mgmt & Governance Analyst",Accenture,Mumbai,3-5 Yrs,1 week ago,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-270126926441,Mumbai,2
Data Analyst,Perkinelmer,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",5-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-perkinelmer-india-pvt-ltd-mumbai-nagpur-thane-nashik-pune-aurangabad-5-to-8-years-200126501843,Mumbai,2
Data Analyst Electric Domain,https://www.venpastaffing.com/contact-us/,"Mumbai (All Areas), Pune",4-8 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-electric-domain-venpa-staffing-pune-mumbai-all-areas-4-to-8-years-280126009706,Mumbai,2
Data Analyst,Bright Infotech,Mumbai,2-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-bright-infotech-mumbai-2-to-5-years-080126502579,Mumbai,3
"Data Analyst, AdTech/Omnichannel",Pulsepoint,Mumbai,3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-adtech-omnichannel-pulsepoint-mumbai-3-to-5-years-090925502254,Mumbai,3
Data Analyst,Mosaic Wellness,Mumbai,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-mosaic-wellness-private-limited-mumbai-2-to-4-years-011025501661,Mumbai,3
Data Analyst,Pioneer Infotech,Mumbai,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-pioneer-infotech-p-ltd-mumbai-2-to-7-years-070125500600,Mumbai,3
Data Analyst,Godrej koerber Supply Chain Ltd,Mumbai,3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-godrej-koerber-supply-chain-ltd-mumbai-3-to-5-years-120724502137,Mumbai,3
Data Analyst,Myglamm,Mumbai,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-myglamm-mumbai-2-to-4-years-110325502392,Mumbai,3
Data Analyst,Credit Wise Capital Pvt. LTD.,Mumbai,5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-credit-wise-capital-pvt-ltd-mumbai-5-to-8-years-081124502420,Mumbai,3
Data Analyst,Zensar,Mumbai,7-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-zensar-technologies-mumbai-7-to-10-years-031225502357,Mumbai,3
Data Analyst at A Fintech Unicorn,Recruito,Remote,2-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-at-a-fintech-unicorn-recruito-mumbai-all-areas-2-to-6-years-060126021652,Mumbai,4
Data Analyst,Intense Technologies,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-intense-technologies-ltd-mumbai-2-to-5-years-100924501961,Mumbai,4
Data Analyst,Nexzu Mobility,"Mumbai, Kolkata, Pune, Chennai",1-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-nexzu-mobility-kolkata-mumbai-pune-chennai-1-to-6-years-241125504822,Mumbai,4
Data Analyst,Bharatnxt,Mumbai,1-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-fcap-technologies-mumbai-1-to-2-years-050325500898,Mumbai,4
Data Analyst,Aditya Birla Insulators,Mumbai,4-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-aditya-birla-insulators-mumbai-4-to-7-years-081225501653,Mumbai,4
Data Analyst,AugmenterBizConsulting,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-augmenter-consulting-mumbai-2-to-5-years-100718500151,Mumbai,4
Data Analyst,Mobilestyx Consulting Solutions,Mumbai,1-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-mobilestyx-consulting-solutions-mumbai-1-to-6-years-181225503965,Mumbai,4
Data Analyst,Hansa Customer Equity Pvt. Ltd.,Mumbai,2-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-hansa-customer-equity-pvt-ltd-mumbai-2-to-3-years-171125504655,Mumbai,4
Data Analyst,Medusind,Mumbai,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-medusind-solutions-mumbai-1-to-3-years-121225501785,Mumbai,4
DATA ANALYST,Gemini Exports,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-gemini-exports-mumbai-2-to-5-years-200622501282,Mumbai,4
Data Analyst,Lumina Datamatics,Mumbai,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-lumina-datamatics-mumbai-2-to-7-years-220825502329,Mumbai,4
Data Analyst,Estalvis Advisors,Mumbai,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-estalvis-advisors-private-limited-mumbai-2-to-4-years-241125505623,Mumbai,4
Data Analyst | Deposit Offering,Aranca,"Mumbai, Mumbai (All Areas)",3-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-deposit-offering-aranca-mumbai-mumbai-all-areas-3-to-7-years-090126014279,Mumbai,4
Data Analyst,Prodware Solutions,Mumbai,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-prodware-solutions-private-limited-mumbai-3-to-8-years-181224502178,Mumbai,4
Data Analyst,House Of Shipping,"Mumbai, Chennai",8-13 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-house-of-shipping-mumbai-chennai-8-to-13-years-220825501156,Mumbai,4
Job Opportunity | Data Analyst,Siro Clinpharm,"Mumbai (All Areas), Pune",4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-opportunity-data-analyst-siro-clinpharm-pune-mumbai-all-areas-4-to-9-years-070126016091,Mumbai,4
Contract Data Analyst,Enlighta Solutions,Mumbai,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-contract-data-analyst-enlighta-solutions-mumbai-2-to-7-years-280720500648,Mumbai,4
AI Data Analyst,Ark Solutions,"Mumbai, Navi Mumbai",4-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-ai-data-analyst-arrk-group-mumbai-navi-mumbai-4-to-7-years-260425502722,Mumbai,4
Data Analyst,Xpheno,Mumbai,4-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-xpheno-mumbai-4-to-8-years-100123500117,Mumbai,4
Data Analysts (Senior/Analyst/Associate),FedEx,Mumbai,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analysts-senior-analyst-associate-fedex-express-mumbai-0-to-3-years-091225502995,Mumbai,5
Hiring Data Analyst | Power BI & Advanced Excel | Mumbai,Millennium Organisation,Mumbai (All Areas),0-3 Yrs,1 week ago,https://www.naukri.com/job-listings-hiring-data-analyst-power-bi-advanced-excel-mumbai-millennium-organisation-mumbai-all-areas-0-to-3-years-270126019971,Mumbai,5
Data Analyst,Osfin,"Mumbai (All Areas), Pune, Bengaluru, Mangalore",3-5 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-kansal-corporate-solutions-pune-bengaluru-mumbai-all-areas-mangalore-3-to-5-years-241125031735,Mumbai,5
Analyst - Data Governance,Nomura,Mumbai,0-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-governance-nomura-capital-india-private-limited-mumbai-0-to-4-years-020925500087,Mumbai,5
Analyst,eClerx,Navi Mumbai,0-2 Yrs,3 days ago,https://www.naukri.com/job-listings-analyst-eclerx-services-ltd-navi-mumbai-0-to-2-years-010226000248,Mumbai,5
Data-Analyst,Venus Jewel,Mumbai,2-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-venus-jewel-mumbai-2-to-3-years-091024502580,Mumbai,5
Data Analyst,Moris Media,Mumbai,2-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-moris-media-mumbai-2-to-3-years-011124500844,Mumbai,5
Data Analyst -Single Family Office (Mumbai),hiring for client of intellectual capital,Mumbai (All Areas),2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-single-family-office-mumbai-intellectual-capital-hr-consulting-mumbai-all-areas-2-to-4-years-070126013833,Mumbai,5
Analyst,eClerx Services Ltd,Navi Mumbai,0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-analyst-eclerx-services-ltd-navi-mumbai-0-to-2-years-050126022667,Mumbai,5
Analyst - Data Governance,Nomura,Mumbai,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-governance-nomura-capital-india-private-limited-mumbai-1-to-4-years-221025505689,Mumbai,5
Sr . Executive Data Analyst,Xpand,"Mumbai, Noida, New Delhi",0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-executive-data-analyst-xpand-noida-mumbai-new-delhi-0-to-3-years-190225502628,Mumbai,5
Marine Data Analyst,Jibe Development Services,"Navi Mumbai, Bhubaneswar, Chennai",1-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-marine-data-analyst-jibe-development-services-bhubaneswar-navi-mumbai-chennai-1-to-2-years-070126011966,Mumbai,5
Data Analyst,Fortune India 500 IT Services Firm,Hybrid - Mumbai,5-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-srs-infoway-mumbai-5-to-10-years-150126918623,Mumbai,5
Data Scientist_Senior Analyst,Clarice Technologie,Mumbai,4-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-mumbai-4-to-7-years-161225501147,Mumbai,5
Knowledge Analyst Data Curation & Classification,Sia Partners,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-knowledge-analyst-data-curation-classification-sia-partners-mumbai-2-to-5-years-090925503261,Mumbai,5
Data Scientist and Vertex AI_Senior Analyst,Clarice Technologie,Mumbai,3-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-and-vertex-ai-senior-analyst-clarice-technologie-mumbai-3-to-7-years-161225501154,Mumbai,5
ServiceNow Developer - CMDB Data Analyst,Shashwath Solution,Mumbai,5-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-servicenow-developer-cmdb-data-analyst-shashwath-solution-mumbai-5-to-7-years-060126928366,Mumbai,5
Lead Data Analyst,S&P Global Market Intelligence,Mumbai,4-7 Yrs,1 day ago,https://www.naukri.com/job-listings-lead-data-analyst-s-p-capital-iq-india-pvt-ltd-mumbai-4-to-7-years-030226932691,Mumbai,6
Executive Data Analyst,Asus,Mumbai Suburban,2-6 Yrs,5 days ago,https://www.naukri.com/job-listings-executive-data-analyst-asus-mumbai-suburban-2-to-6-years-101125022282,Mumbai,6
Product/Data Analyst,Toonsutra,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-product-data-analyst-toonsutra-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-240225503440,Mumbai,6
MIS Executive,Sysnet,Mumbai,0-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-mis-executive-sysnet-global-technologies-pvt-ltd-mumbai-0-to-6-years-021225505852,Mumbai,6
Senior YouTube Growth & Data Analyst (Marathi & English),Lokmat Media,Mumbai(Bandra Kurla Complex),5-7 Yrs,5 days ago,https://www.naukri.com/job-listings-senior-youtube-growth-data-analyst-marathi-english-lokmat-media-mumbai-5-to-7-years-290126026455,Mumbai,6
Senior Researcher Data Analysis and Quality Assurance,Neerman,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-researcher-data-analysis-and-quality-assurance-neerman-mumbai-2-to-5-years-070725502430,Mumbai,6
Senior Data Analyst Growth Marketing,Larn Learning Solutions,Mumbai,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-growth-marketing-larn-learning-solutions-mumbai-2-to-7-years-211125503660,Mumbai,6
Data Analyst Power BI & Python,Teamware Solutions,Hybrid - Mumbai (All Areas),2-7 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-power-bi-python-teamware-solutions-mumbai-all-areas-2-to-7-years-020226010385,Mumbai,6
Data Scientist,Esp Consultant,Mumbai,3-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-esp-consultant-india-pvt-ltd-mumbai-3-to-6-years-171125501371,Mumbai,6
Web Data Analyst,Morningstar,Mumbai,2-5 Yrs,1 week ago,https://www.naukri.com/job-listings-web-data-analyst-morningstar-india-p-ltd-mumbai-2-to-5-years-220126500669,Mumbai,6
Associate Data Analyst,Edindia Foundation,Mumbai,0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-associate-data-analyst-edindia-foundation-mumbai-0-to-2-years-090625502934,Mumbai,7
Data Analyst (Power BI & Advanced Excel) | 1-3 Years,Millennium Organisation,Mumbai (All Areas),1-3 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-power-bi-advanced-excel-1-3-years-millennium-organisation-mumbai-all-areas-1-to-3-years-030226016776,Mumbai,7
Data Analyst -Intern,Tranzact,Mumbai,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-tranzact-mumbai-0-to-1-years-061125502327,Mumbai,7
Data Analyst - Python & Power BI,BNP Paribas,Mumbai,3-6 Yrs,4 days ago,https://www.naukri.com/job-listings-data-analyst-python-power-bi-bnp-paribas-india-solutions-pvt-ltd-mumbai-3-to-6-years-300126919524,Mumbai,7
Data scientist,Inginit,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-inginit-mumbai-2-to-5-years-020925501271,Mumbai,7
"Data Analyst, Marketing Procurement",Unilever,Mumbai,3-6 Yrs,4 days ago,https://www.naukri.com/job-listings-data-analyst-marketing-procurement-unilever-mumbai-3-to-6-years-300126505961,Mumbai,7
Data Scientists,Insync Analytics,Mumbai,1-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientists-insync-analytics-india-private-limited-mumbai-1-to-2-years-240725503974,Mumbai,7
Commercial & Investment Bank - Strategy - Analyst,JPMorgan Chase Bank,Mumbai,0-4 Yrs,4 days ago,https://www.naukri.com/job-listings-commercial-investment-bank-strategy-analyst-jp-morgan-chase-mumbai-0-to-4-years-300126500929,Mumbai,7
Data Analyst Intern,Neuraltechsoft,Mumbai,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-neuraltech-soft-mumbai-0-to-3-years-090925500685,Mumbai,7
Data Scientist,Digital Dogs Content And Media,Mumbai,5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-digital-dogs-content-and-media-mumbai-5-to-8-years-120724501394,Mumbai,7
Data Analyst Intern,Neuraltechsoft,Mumbai,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-intern-neuraltech-soft-mumbai-0-to-3-years-050925506294,Mumbai,7
"Sr. Data Analyst, Customer Reporting",Pulsepoint,Mumbai,3-5 Yrs,6 days ago,https://www.naukri.com/job-listings-sr-data-analyst-customer-reporting-pulsepoint-mumbai-3-to-5-years-280126505420,Mumbai,7
Senior Data Analyst,Cex Webuy Entertainment,Mumbai,3-6 Yrs,5 days ago,https://www.naukri.com/job-listings-senior-data-analyst-cex-webuy-entertainment-pvt-ltd-mumbai-3-to-6-years-290126506487,Mumbai,7
Senior Data Analyst,Certifyos,Mumbai,5-7 Yrs,5 days ago,https://www.naukri.com/job-listings-senior-data-analyst-certifyos-mumbai-5-to-7-years-290126511076,Mumbai,7
Senior Data Analyst,Sia Partners,Mumbai,5-8 Yrs,6 days ago,https://www.naukri.com/job-listings-senior-data-analyst-sia-partners-mumbai-5-to-8-years-280126502281,Mumbai,7
Senior Data Analyst- Technical Lead,Comviva Technology,Mumbai,4-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-technical-lead-comviva-technologies-limited-mumbai-4-to-5-years-311225501802,Mumbai,7
Data Engineer,Accenture,Navi Mumbai,5-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-5-to-10-years-190126917927,Mumbai,7
Data Analyst Intern,Smollan Group,Remote,,Starts within 1 month,https://www.naukri.com/job-listings-data-analyst-intern-smollan-group-navi-mumbai-0-to-1-years-240925026302,Mumbai,8
Analyst,Merkle B2b,Mumbai,0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-analyst-merkle-inc-mumbai-0-to-2-years-301225505484,Mumbai,8
Jr. Data Analyst,Cloud Counselage,Mumbai,,Starts in 1-3 months,https://www.naukri.com/job-listings-jr-data-analyst-cloud-counselage-pvt-ltd-mumbai-1-to-2-years-301225507900,Mumbai,8
Analyst,MICHAEL PAGE INTERNATIONAL RECRUITMENT PRIVATE LTD,Mumbai,2-6 Yrs,2 weeks ago,https://www.naukri.com/job-listings-analyst-michael-page-international-recruitment-private-ltd-mumbai-2-to-6-years-200126506009,Mumbai,8
Business Analyst,Artium Academy,Mumbai,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-artium-academy-mumbai-0-to-3-years-211125500975,Mumbai,8
Analyst,eClerx,Navi Mumbai,0-2 Yrs,1 day ago,https://www.naukri.com/job-listings-analyst-eclerx-services-ltd-navi-mumbai-0-to-2-years-030226017396,Mumbai,8
Senior Data Analyst(Tableau & Advanced SQL),Lumina Datamatics,Mumbai(SEEPZ),5-10 Yrs,6 days ago,https://www.naukri.com/job-listings-senior-data-analyst-tableau-advanced-sql-lumina-datamatics-mumbai-5-to-10-years-241225019732,Mumbai,8
PHI - Senior Data Analyst- Customer Service,Prudential,Mumbai,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-phi-senior-data-analyst-customer-service-prudential-mumbai-2-to-5-years-110425503051,Mumbai,8
"Manager, Data Analyst",Morningstar,Mumbai,5-10 Yrs,1 week ago,https://www.naukri.com/job-listings-manager-data-analyst-morningstar-india-p-ltd-mumbai-5-to-10-years-220126500670,Mumbai,8
Business Research- Data Analyst,Avalon Global Research,Mumbai,2-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-business-research-data-analyst-agr-knowledge-services-mumbai-2-to-3-years-030125505419,Mumbai,8
Mis And Data Analysis Executive,Hipotz,Mumbai (All Areas),4-8 Yrs,3 days ago,https://www.naukri.com/job-listings-mis-and-data-analysis-executive-hipotz-mumbai-all-areas-4-to-8-years-310126010853,Mumbai,8
Sr. Business Analyst Data Analyst,Jean Martin Systems,"Mumbai, Madurai, Pune, Chennai",3-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-business-analyst-data-analyst-jean-martin-systems-india-pvt-ltd-madurai-mumbai-pune-chennai-3-to-4-years-091225504030,Mumbai,8
Data Scientist - 8+ Years - Mumbai,Crescendo Global,Mumbai (All Areas),8-10 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-scientist-8-years-mumbai-crescendo-global-leadership-hiring-india-mumbai-all-areas-8-to-10-years-070126035974,Mumbai,8
Sr. Data Analyst,Cloud Counselage,Mumbai,4-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-cloud-counselage-pvt-ltd-mumbai-4-to-7-years-301225508203,Mumbai,8
Sr. Data Analyst,Lumina Datamatics,Mumbai,6-11 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-lumina-datamatics-mumbai-6-to-11-years-021225506413,Mumbai,8
Business Analyst,Vmock,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-vmock-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-190924501017,Mumbai,9
Financial Data AI Expert Analyst,MSCI Services,Mumbai,0-2 Yrs,2 weeks ago,https://www.naukri.com/job-listings-financial-data-ai-expert-analyst-msci-services-pvt-ltd-mumbai-0-to-2-years-200126502410,Mumbai,9
Financial Data (AI Expert) Analyst,MSCI Services,Mumbai,0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-financial-data-ai-expert-analyst-msci-services-pvt-ltd-mumbai-0-to-2-years-060126500721,Mumbai,9
Data Analyst (AI Trainer),Soul Ai,"Mumbai, Bengaluru, Delhi / NCR",4-8 Yrs,5 days ago,https://www.naukri.com/job-listings-data-analyst-ai-trainer-soul-ai-mumbai-bengaluru-delhi-ncr-4-to-8-years-290126933835,Mumbai,9
Data Analysis Professional,Ace Digital Infotech,Mumbai,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analysis-professional-acedigital-infotech-mumbai-3-to-8-years-140525501800,Mumbai,9
Analyst | SAP FICO | | SAP,Deloitte Consulting,Mumbai,0-1 Yrs,1 day ago,https://www.naukri.com/job-listings-analyst-sap-fico-sap-deloitte-mumbai-0-to-1-years-020226501675,Mumbai,9
"Analyst, Private Credit Ratings Mumbai",Morningstar,Mumbai,0-2 Yrs,3 weeks ago,https://www.naukri.com/job-listings-analyst-private-credit-ratings-mumbai-morningstar-india-p-ltd-mumbai-0-to-2-years-090126006476,Mumbai,9
Consultant/Analyst | SAP Hybris | Marketing & Commerce,Deloitte Consulting,Mumbai,0-5 Yrs,4 days ago,https://www.naukri.com/job-listings-consultant-analyst-sap-hybris-marketing-commerce-deloitte-mumbai-0-to-5-years-300126503558,Mumbai,9
Senior Business Analyst,Firstsource,Mumbai,0-8 Yrs,1 week ago,https://www.naukri.com/job-listings-senior-business-analyst-firstsource-solutions-ltd-mumbai-0-to-8-years-220126501387,Mumbai,9
